fund_code,fund_abbr_name,nav,add_nav,pre_nav,pre_add_nav,day_growth,day_growth_rate,handling_charge
004156,信诚至泰灵活配置混合C,1.1566,1.1566,1.1513,1.1513,0.0053,0.46,0.00%
004157,信诚至诚灵活配置混合A,1.0580,1.0580,1.0510,1.0510,0.0070,0.67,0.10%
004158,信诚至诚灵活配置混合B,1.1030,1.1030,1.0960,1.0960,0.0070,0.64,0.00%
004161,国泰企业信用精选A人民币,,,1.0002,1.0002,,,0.08%
004164,国泰企业信用精选C人民币,,,0.9991,0.9991,,,0.00%
004168,博时富嘉纯债债券,1.0101,1.0101,1.0095,1.0095,0.0006,0.06,0.08%
004175,博时鑫泰混合A,1.1571,1.1571,1.1530,1.1530,0.0041,0.36,0.08%
004176,博时鑫泰混合C,1.0568,1.0568,1.0531,1.0531,0.0037,0.35,0.08%
004182,建信瑞福添利混合A,1.0059,1.0059,1.0063,1.0063,-0.0004,-0.04,0.10%
004183,富国产业升级混合,1.2006,1.2006,1.1842,1.1842,0.0164,1.38,0.15%
004189,华商民营活力灵活配置混合,1.0410,1.0410,1.0520,1.0520,-0.0110,-1.05,0.15%
004190,招商沪深300指数增强A,1.1686,1.1686,1.1621,1.1621,0.0065,0.56,0.12%
004191,招商沪深300指数增强C,1.1678,1.1678,1.1614,1.1614,0.0064,0.55,0.00%
004192,招商中证500指数A,1.1180,1.1180,1.1246,1.1246,-0.0066,-0.59,0.12%
004193,招商中证500指数C,1.1250,1.1250,1.1317,1.1317,-0.0067,-0.59,0.00%
004194,招商中证1000指数增强A,0.9330,0.9330,0.9431,0.9431,-0.0101,-1.07,0.12%
004195,招商中证1000指数增强C,0.9407,0.9407,0.9509,0.9509,-0.0102,-1.07,0.00%
004200,博时富瑞纯债债券,1.0041,1.0041,1.0034,1.0034,0.0007,0.07,0.08%
004205,东方支柱产业灵活配置混合,1.0469,1.0469,1.0366,1.0366,0.0103,0.99,0.15%
004206,华商元亨灵活配置混合,1.0479,1.0479,1.0482,1.0482,-0.0003,-0.03,0.15%
004209,大成智惠量化多策略混合,1.1262,1.1262,1.1235,1.1235,0.0027,0.24,0.12%
004212,中融量化智选混合A,1.1221,1.1221,1.1275,1.1275,-0.0054,-0.48,0.15%
004220,长信纯债壹号债券C,1.0420,1.3620,1.0415,1.3615,0.0005,0.05,0.00%
004224,南方军工改革灵活配置混合,0.8714,0.8714,0.88,0.88,-0.0086,-0.98,0.15%
004227,泰信鑫利混合A,1.0139,1.0139,1.0139,1.0139,0,0.00,0.12%
004228,泰信鑫利混合C,1.0076,1.0076,1.0076,1.0076,0,0.00,0.00%
004243,广发道琼斯石油指数C,,,0.9929,0.9929,,,0.00%
004244,东方周期优选灵活配置混合,1.1274,1.1274,1.1203,1.1203,0.0071,0.63,0.15%
004246,德邦锐乾债券A,1.0107,1.0337,1.0103,1.0333,0.0004,0.04,0.08%
004247,德邦锐乾债券C,1.0112,1.0332,1.0108,1.0328,0.0004,0.04,0.00%
004249,安信中国制造2025混合,1.1850,1.1850,1.1810,1.1810,0.0040,0.34,0.15%
004253,国泰黄金ETF联接C,1.0451,1.0451,1.0458,1.0458,-0.0007,-0.07,0.00%
004260,德邦稳盈增长灵活配置混合,1.0947,1.0947,1.0931,1.0931,0.0016,0.15,0.15%
004263,华安沪港深机会灵活配置混合,1.2370,1.2370,1.24,1.24,-0.0030,-0.24,0.15%
004264,海富通瑞合纯债,1.0166,1.0166,1.0161,1.0161,0.0005,0.05,0.08%
004266,招商沪港深科技创新混合,1.0079,1.0969,1.0080,1.0970,-0.0001,-0.01,0.15%
004267,金鹰持久增利债券(LOF)E,1.0643,1.0643,1.0688,1.0688,-0.0045,-0.42,0.06%
004268,中信建投睿康A,1.0463,1.0463,1.0441,1.0441,0.0022,0.21,0.12%
004269,中信建投睿康C,1.0447,1.0447,1.0426,1.0426,0.0021,0.20,0.00%
004272,中融量化小盘股票A,1.0709,1.0709,1.0788,1.0788,-0.0079,-0.73,0.15%
004273,中融量化小盘股票C,1.0652,1.0652,1.0732,1.0732,-0.0080,-0.75,0.00%
004287,国投瑞银安颐多策略混合,1.1094,1.1094,1.0983,1.0983,0.0111,1.01,0.12%
004292,鹏华沪深港互联网股票,1.2185,1.2185,1.2181,1.2181,0.0004,0.03,0.15%
004297,长盛盛淳灵活配置混合A,1.0229,1.0499,1.0237,1.0507,-0.0008,-0.08,0.08%
004298,长盛盛淳灵活配置混合C,1.0229,1.0489,1.0238,1.0498,-0.0009,-0.09,0.00%
004299,长盛盛泽混合A,1.0241,1.0521,1.0248,1.0528,-0.0007,-0.07,0.08%
004300,长盛盛泽混合C,1.0234,1.0504,1.0241,1.0511,-0.0007,-0.07,0.00%
004303,长盛盛德灵活配置混合A,1.0207,1.0467,1.0212,1.0472,-0.0005,-0.05,0.08%
004304,长盛盛德灵活配置混合C,1.0202,1.0462,1.0207,1.0467,-0.0005,-0.05,0.00%
004305,长盛盛禧灵活配置混合A,1.0213,1.0473,1.0217,1.0477,-0.0004,-0.04,0.08%
004306,长盛盛禧灵活配置混合C,1.0206,1.0466,1.0211,1.0471,-0.0005,-0.05,0.00%
004307,博时富元纯债债券,1.0205,1.03,1.0198,1.0293,0.0007,0.07,0.08%
004308,长盛盛享灵活配置混合A,1.0236,1.0506,1.0243,1.0513,-0.0007,-0.07,0.08%
004309,长盛盛享灵活配置混合C,1.0231,1.0501,1.0237,1.0507,-0.0006,-0.06,0.00%
004310,长盛盛瑞灵活配置混合A,1.0224,1.0494,1.0230,1.05,-0.0006,-0.06,0.08%
004311,长盛盛瑞灵活配置混合C,1.0209,1.0479,1.0214,1.0484,-0.0005,-0.05,0.00%
004312,长盛盛兴混合A,1.0236,1.0516,1.0245,1.0525,-0.0009,-0.09,0.08%
004313,长盛盛兴混合C,1.0229,1.0499,1.0238,1.0508,-0.0009,-0.09,0.00%
004314,前海开源沪港深新硬件A,1.0161,1.0161,1.0160,1.0160,0.0001,0.01,0.15%
004315,前海开源沪港深新硬件C,1.1286,1.1286,1.1285,1.1285,0.0001,0.01,0.15%
004316,前海开源沪港深裕鑫A,1.0225,1.0225,1.0132,1.0132,0.0093,0.92,0.15%
004317,前海开源沪港深裕鑫C,1.0208,1.0208,1.0116,1.0116,0.0092,0.91,0.15%
004318,国寿安保尊裕优化回报债券A,1.0330,1.0330,1.03,1.03,0.0030,0.29,0.08%
004319,国寿安保尊裕优化回报债券C,1.03,1.03,1.0270,1.0270,0.0030,0.29,0.00%
004320,前海开源沪港深乐享生活,1.0785,1.0785,1.0725,1.0725,0.0060,0.56,0.15%
004321,前海开源沪港深强国产业混合,1.0179,1.0179,1.0148,1.0148,0.0031,0.31,0.15%
004322,创金合信尊隆纯债,1.0233,1.0233,1.0227,1.0227,0.0006,0.06,0.08%
004323,博时富海纯债,1.0071,1.0071,1.0065,1.0065,0.0006,0.06,0.08%
004332,恒生沪港深新兴产业精选混合,1.0785,1.0785,1.0703,1.0703,0.0082,0.77,0.15%
004333,金鹰元盛债券型发起式E,1.18,1.18,1.1810,1.1810,-0.0010,-0.08,0.06%
004334,博时广利纯债,1.0055,1.0297,1.0047,1.0289,0.0008,0.08,0.08%
004336,长盛盛乾灵活配置混合A,1.0177,1.0397,1.0183,1.0403,-0.0006,-0.06,0.08%
004337,长盛盛乾灵活配置混合C,1.0168,1.0388,1.0175,1.0395,-0.0007,-0.07,0.00%
004338,长盛盛弘混合A,1.0182,1.0402,1.0186,1.0406,-0.0004,-0.04,0.08%
004339,长盛盛弘混合C,1.0175,1.0395,1.0178,1.0398,-0.0003,-0.03,0.00%
004340,泰康兴泰回报沪港深混合,1.0170,1.0170,1.0130,1.0130,0.0040,0.39,0.10%
004341,农银尖端科技混合,1.1550,1.1550,1.1394,1.1394,0.0156,1.37,0.15%
004342,南方开元沪深300ETF联接C,1.4817,1.6417,1.4746,1.6346,0.0071,0.48,0.00%
004343,南方创业板ETF联接C,0.8749,0.8749,0.8782,0.8782,-0.0033,-0.38,0.00%
004344,南方大数据100C,0.8567,0.8567,0.8630,0.8630,-0.0063,-0.73,0.00%
004345,南方深证成份ETF联接C,0.9025,0.9025,0.9024,0.9024,0.0001,0.01,0.00%
004346,南方小康ETF联接C,1.3633,1.3833,1.3609,1.3809,0.0024,0.18,0.00%
004347,南方中证500信息技术联接C,0.9462,0.9462,0.9537,0.9537,-0.0075,-0.79,0.00%
004348,南方中证500ETF联接C,1.5490,1.6490,1.5576,1.6576,-0.0086,-0.55,0.00%
004351,汇丰晋信珠三角区域发展混合,1.0219,1.0219,1.0129,1.0129,0.0090,0.89,0.15%
004352,北信瑞丰研究精选,1.0044,1.0044,1.0059,1.0059,-0.0015,-0.15,0.15%
004354,益民中证智能消费,1.0762,1.0762,1.0759,1.0759,0.0003,0.03,0.10%
004357,南方智慧混合,1.1833,1.1833,1.1835,1.1835,-0.0002,-0.02,0.15%
004359,创金合信量化核心混合A,1.1175,1.1175,1.1131,1.1131,0.0044,0.40,0.15%
004360,创金合信量化核心混合C,1.1094,1.1094,1.1051,1.1051,0.0043,0.39,0.00%
004361,上投摩根安通回报混合A,1.0505,1.0505,1.05,1.05,0.0005,0.05,0.10%
004362,上投摩根安通回报混合C,1.0454,1.0454,1.0450,1.0450,0.0004,0.04,0.00%
004366,博时汇享纯债债券A,1.0116,1.0116,1.0114,1.0114,0.0002,0.02,0.08%
004367,博时汇享纯债债券C,1.0142,1.0142,1.0140,1.0140,0.0002,0.02,0.00%
004374,华泰保兴吉年丰混合发起A,1.1994,1.1994,1.1830,1.1830,0.0164,1.39,0.15%
004375,华泰保兴吉年丰混合发起C,1.1976,1.1976,1.1813,1.1813,0.0163,1.38,0.00%
004385,中金新安灵活配置混合,1.1190,1.1190,1.1140,1.1140,0.0050,0.45,0.06%
004388,鹏华丰享债券,1.0151,1.0151,1.0153,1.0153,-0.0002,-0.02,0.08%
004390,平安大华转型创新混合A,1.0163,,1.0114,1.1014,0.0049,0.48,0.15%
004391,平安大华转型创新混合C,1.0138,,1.0089,1.0939,0.0049,0.49,0.00%
004393,安信合作创新灵活配置混合,1.1937,1.1937,1.1912,1.1912,0.0025,0.21,0.15%
004394,华泰柏瑞量化创优混合,1.0121,1.0121,1.0180,1.0180,-0.0059,-0.58,0.15%
004395,国富恒通纯债债券,1.0125,1.0238,1.0117,1.0230,0.0008,0.08,0.08%
004397,长盛信息安全量化策略混合,1.0610,1.0610,1.0740,1.0740,-0.0130,-1.21,0.15%
004403,平安大华股息精选沪港深A,1.0735,,1.0693,1.0693,0.0042,0.39,0.15%
004404,平安大华股息精选沪港深C,1.0639,,1.0598,1.0598,0.0041,0.39,0.00%
004419,汇添富美元债债券人民币A,,,0.9859,0.9859,,,0.08%
004420,汇添富美元债债券人民币C,,,0.9852,0.9852,,,0.00%
004423,华商研究精选灵活配置,1.0480,1.0480,1.0350,1.0350,0.0130,1.26,0.15%
004427,交银增利增强债券A,1.0280,1.0280,1.0280,1.0280,0,0.00,0.08%
004428,交银增利增强债券C,1.0260,1.0260,1.0260,1.0260,0,0.00,0.00%
004429,南方文旅混合,1.0373,1.0373,1.0364,1.0364,0.0009,0.09,0.15%
004432,南方有色金属ETF联接A,0.9103,0.9103,0.9141,0.9141,-0.0038,-0.42,0.12%
004433,南方有色金属ETF联接C,0.9094,0.9094,0.9133,0.9133,-0.0039,-0.43,0.00%
004434,博时逆向投资混合A,0.8777,0.8777,0.8820,0.8820,-0.0043,-0.49,0.15%
004435,博时逆向投资混合C,0.8747,0.8747,0.8790,0.8790,-0.0043,-0.49,0.00%
004441,富荣富兴纯债,1.0112,1.0112,1.0103,1.0103,0.0009,0.09,0.08%
004448,博时汇智回报灵活配置混合,1.1741,1.1741,1.1672,1.1672,0.0069,0.59,0.15%
004450,嘉实前沿科技沪港深股票,1.2202,1.2202,1.2055,1.2055,0.0147,1.22,0.15%
004453,前海开源盈鑫A,1.0450,1.0650,1.0370,1.0570,0.0080,0.77,0.15%
004454,前海开源盈鑫C,1.0520,1.0720,1.04,1.06,0.0120,1.15,0.00%
004456,兴银消费新趋势灵活配置,1.0495,1.0495,1.0522,1.0522,-0.0027,-0.26,1.50%
004458,博时华盈纯债债券,1.0015,1.0285,1.0013,1.0283,0.0002,0.02,0.08%
004468,建信瑞福添利混合C,0.9989,0.9989,0.9993,0.9993,-0.0004,-0.04,0.00%
004473,前海开源尊享货币A,118.9150,118.9150,118.9010,118.9010,0.0140,0.01,0.00%
004475,华泰柏瑞富利混合,1.0024,1.0024,1.0050,1.0050,-0.0026,-0.26,0.15%
004476,景顺长城沪港深领先科技,1.0710,1.0710,1.0570,1.0570,0.0140,1.32,0.15%
004477,嘉实沪港深回报混合,1.2459,1.2459,1.2328,1.2328,0.0131,1.06,0.15%
004479,博时富和纯债债券,1.0082,1.0082,1.0080,1.0080,0.0002,0.02,0.08%
004482,泰达宏利港股通股票A,1.1832,1.1832,1.1780,1.1780,0.0052,0.44,0.12%
004483,泰达宏利港股通股票C,1.1751,1.1751,1.1699,1.1699,0.0052,0.44,0.00%
004484,泰达宏利业绩股票A,1.0341,1.0341,1.0301,1.0301,0.0040,0.39,0.12%
004485,泰达宏利业绩股票C,1.0320,1.0320,1.0280,1.0280,0.0040,0.39,0.00%
004490,海富通欣悦混合C,1.0066,1.0066,1.0066,1.0066,0,0.00,0.00%
004491,海富通欣悦混合A,1.0110,1.0110,1.0110,1.0110,0,0.00,0.08%
004492,信诚至信,1.0580,1.0580,1.0690,1.0690,-0.0110,-1.03,0.15%
004495,博时量化平衡混合,1.0712,1.0712,1.0728,1.0728,-0.0016,-0.15,0.15%
004496,前海开源多元策略混合A,1.0608,1.0608,1.0670,1.0670,-0.0062,-0.58,0.15%
004497,前海开源多元策略混合C,1.0490,1.0490,1.0558,1.0558,-0.0068,-0.64,0.15%
004505,博时新兴消费主题混合,1.1510,1.1510,1.1480,1.1480,0.0030,0.26,0.15%
004510,九泰久盛量化先锋混合C,1.1770,1.1770,1.1710,1.1710,0.0060,0.51,0.00%
004512,海富通富睿混合C,1.0360,1.0360,1.0350,1.0350,0.0010,0.10,0.00%
004513,海富通富睿混合A,1.0420,1.0420,1.0410,1.0410,0.0010,0.10,0.10%
004517,南方安康混合,1.0201,1.0201,1.0196,1.0196,0.0005,0.05,0.12%
004518,信诚新丰A,1.0410,1.0410,1.0380,1.0380,0.0030,0.29,0.10%
004519,信诚新丰B,1.0460,1.0460,1.0430,1.0430,0.0030,0.29,0.00%
004521,安信工业4.0灵活配置混合A,1.0281,1.0281,1.0249,1.0249,0.0032,0.31,0.15%
004522,安信工业4.0灵活配置混合C,1.0277,1.0277,1.0246,1.0246,0.0031,0.30,0.00%
004528,长盛盛通纯债A,1.0072,1.0194,1.0071,1.0193,0.0001,0.01,0.08%
004529,长盛盛通纯债C,1.3714,1.3836,1.3713,1.3835,0.0001,0.01,0.00%
004532,民生加银中证港股通指数A,1.0202,1.0202,1.0173,1.0173,0.0029,0.29,0.12%
004533,民生加银中证港股通指数C,1.0188,1.0188,1.0159,1.0159,0.0029,0.29,0.00%
004536,嘉实中小企业量化活力混合,0.96,0.96,0.9640,0.9640,-0.0040,-0.41,0.15%
004539,信诚惠选A,0.9984,0.9984,0.9980,0.9980,0.0004,0.04,0.08%
004540,信诚惠选C,0.9973,0.9973,0.9970,0.9970,0.0003,0.03,0.00%
004548,中银中高等级C,1.0330,1.0580,1.0330,1.0580,0,0.00,0.80%
004549,富安达消费主题混合,1.0087,1.0087,1.0073,1.0073,0.0014,0.14,0.15%
004550,中科沃土沃祥债券,0.9972,0.9972,0.9967,0.9967,0.0005,0.05,0.08%
004555,南方和元A,1.0060,1.0180,1.0060,1.0180,0,0.00,0.08%
004556,南方和元C,1.0040,1.0150,1.0040,1.0150,0,0.00,0.00%
004558,汇安丰裕灵活配置混合A,1.0208,1.0208,1.0162,1.0162,0.0046,0.45,0.15%
004559,汇安丰裕灵活配置混合C,1.0216,1.0216,1.0169,1.0169,0.0047,0.46,0.00%
004560,汇安丰益混合A,1.0609,1.0609,1.0607,1.0607,0.0002,0.02,0.15%
004561,汇安丰益混合C,1.0071,1.0071,1.0069,1.0069,0.0002,0.02,0.00%
004571,万家家瑞债券A,1.0016,1.0016,1.0016,1.0016,0,0.00,0.08%
004572,万家家瑞债券C,1.0011,1.0011,1.0011,1.0011,0,0.00,0.00%
004576,新华恒益量化灵活配置混合,0.9857,0.9857,0.9825,0.9825,0.0032,0.33,0.15%
004586,鹏扬汇利债券C,1.0054,1.0054,1.0045,1.0045,0.0009,0.09,0.00%
004587,中金丰沃A,1.0387,1.0387,1.0384,1.0384,0.0003,0.03,0.15%
004588,中金丰沃C,1.0355,1.0355,1.0352,1.0352,0.0003,0.03,0.00%
004592,安信量化多因子混合,1.0399,1.0399,1.0396,1.0396,0.0003,0.03,0.15%
004593,广发全指工业ETF联接,1.0219,1.0219,1.0301,1.0301,-0.0082,-0.80,0.12%
004595,天弘天盈灵活配置混合,1.0320,1.0320,1.0316,1.0316,0.0004,0.04,0.10%
004597,南方银行ETF联接A,1.0211,1.0211,1.0187,1.0187,0.0024,0.24,0.12%
004598,南方银行ETF联接C,1.0192,1.0192,1.0169,1.0169,0.0023,0.23,0.00%
004601,博时富腾纯债债券,1.0022,1.0022,1.0014,1.0014,0.0008,0.08,0.08%
004606,上投摩根优选多因子股票,1.0229,1.0229,1.0206,1.0206,0.0023,0.23,0.15%
004614,鹏扬利泽债券A,1.0048,1.0048,1.0043,1.0043,0.0005,0.05,0.04%
004615,鹏扬利泽债券C,1.0036,1.0036,1.0031,1.0031,0.0005,0.05,0.00%
004616,中欧电子信息产业沪港深股票,1.1155,1.1155,1.1202,1.1202,-0.0047,-0.42,0.15%
004624,博时盈海纯债债券,1.0089,1.0089,1.0087,1.0087,0.0002,0.02,0.08%
004641,万家量化睿选混合,1.0337,1.0337,1.0307,1.0307,0.0030,0.29,0.15%
004642,南方房地产ETF联接A,0.9967,0.9967,1.0037,1.0037,-0.0070,-0.70,0.12%
004643,南方房地产ETF联接C,0.9956,0.9956,1.0026,1.0026,-0.0070,-0.70,0.00%
004648,南方安睿混合,1.0082,1.0082,1.0084,1.0084,-0.0002,-0.02,0.12%
004649,国开开航混合,1.0379,1.0379,1.0418,1.0418,-0.0039,-0.37,0.15%
004660,银河嘉祥混合C,1.0528,1.0528,1.0485,1.0485,0.0043,0.41,0.00%
004666,长城久嘉创新成长混合,1.0182,1.0182,1.0182,1.0182,0,0.00,0.15%
004670,长盛分享经济主题灵活配置混合,1.1370,1.1370,1.1390,1.1390,-0.0020,-0.18,0.15%
004671,中融核心成长,0.9715,0.9715,0.9741,0.9741,-0.0026,-0.27,0.15%
004683,建信高端医疗股票,0.9871,0.9871,0.9859,0.9859,0.0012,0.12,0.15%
004685,金元顺安元启灵活配置混合,1.0182,1.0182,1.0184,1.0184,-0.0002,-0.02,0.15%
004694,天弘策略精选混合A,1.0524,1.0524,1.0397,1.0397,0.0127,1.22,0.10%
004698,博时军工主题股票,1.0160,1.0160,1.0280,1.0280,-0.0120,-1.17,0.15%
004703,南方兴盛混合,1.0370,1.0370,1.0280,1.0280,0.0090,0.88,0.15%
004704,平安大华惠元纯债,1.0396,1.0526,1.0416,1.0546,-0.0020,-0.19,0.08%
004705,南方祥元债券A,1,1,1,1,0,0.00,0.08%
004706,南方祥元债券C,0.9990,0.9990,0.9980,0.9980,0.0010,0.10,0.00%
004712,中金丰鸿灵活配置混合A,1.0497,1.0497,1.0472,1.0472,0.0025,0.24,0.15%
004713,中金丰鸿灵活配置混合C,1.0469,1.0469,1.0445,1.0445,0.0024,0.23,0.00%
004714,中金丰颐灵活配置混合A,1.0483,1.0483,1.0459,1.0459,0.0024,0.23,0.15%
004715,中金丰颐灵活配置混合C,1.0463,1.0463,1.0440,1.0440,0.0023,0.22,0.00%
004716,信诚量化阿尔法股票,1.0581,1.0581,1.0517,1.0517,0.0064,0.61,0.15%
004724,先锋聚元灵活配置混合A,1.0019,1.0019,1.0056,1.0056,-0.0037,-0.37,0.15%
004725,先锋聚元灵活配置混合C,1.0020,1.0020,1.0056,1.0056,-0.0036,-0.36,0.00%
004726,先锋聚优A,0.9814,0.9814,0.9868,0.9868,-0.0054,-0.55,0.15%
004727,先锋聚优C,0.9801,0.9801,0.9855,0.9855,-0.0054,-0.55,0.00%
004730,建信量化事件驱动股票,0.9979,0.9979,0.9976,0.9976,0.0003,0.03,0.15%
004737,富国新优享灵活配置混合A,1.0435,1.0435,1.0439,1.0439,-0.0004,-0.04,0.08%
004741,农银汇理区间策略混合,1.0540,1.0540,1.0495,1.0495,0.0045,0.43,0.15%
004747,富国新优享灵活配置混合C,1.0379,1.0379,1.0384,1.0384,-0.0005,-0.05,0.00%
004748,天弘策略精选混合C,1.0510,1.0510,1.0383,1.0383,0.0127,1.22,0.00%
004768,申万菱信价值优享混合,1.0880,1.0880,1.0850,1.0850,0.0030,0.28,0.15%
004777,国都消费升级灵活配置混合,1.0586,1.0586,1.0548,1.0548,0.0038,0.36,0.60%
004783,中融量化智选混合C,1.1176,1.1176,1.1231,1.1231,-0.0055,-0.49,0.00%
004785,中融量化多因子混合C,0.9628,0.9628,0.9707,0.9707,-0.0079,-0.81,0.00%
004807,中银证券安弘债券A,0.9950,0.9950,0.9959,0.9959,-0.0009,-0.09,0.08%
004808,中银证券安弘债券C,0.9938,0.9938,0.9948,0.9948,-0.0010,-0.10,0.00%
004825,平安大华惠泽纯债,1.0710,,1.0704,1.0764,0.0006,0.06,0.08%
004826,平安大华惠悦纯债,1.1290,1.1290,1.1286,1.1286,0.0004,0.04,0.08%
004829,北信瑞丰兴瑞混合,1.0205,1.0205,1.0195,1.0195,0.0010,0.10,0.08%
004845,南华瑞盈混合发起A,0.9983,0.9983,0.9930,0.9930,0.0053,0.53,0.10%
004846,南华瑞盈混合发起C,0.9962,0.9962,0.9909,0.9909,0.0053,0.53,0.00%
004851,广发医疗保健股票,1.0932,1.0932,1.0907,1.0907,0.0025,0.23,0.15%
004854,广发中证全指汽车指数A,1.0011,1.0011,1.0086,1.0086,-0.0075,-0.74,0.10%
004855,广发中证全指汽车指数C,1.0009,1.0009,1.0084,1.0084,-0.0075,-0.74,0.00%
004856,广发中证全指建筑材料指数A,1.0312,1.0312,1.0317,1.0317,-0.0005,-0.05,0.10%
004857,广发中证全指建筑材料指数C,1.0331,1.0331,1.0336,1.0336,-0.0005,-0.05,0.00%
004868,交银股息优化混合,1.0493,1.0493,1.0354,1.0354,0.0139,1.34,0.15%
004871,中银金融地产混合,1.0090,1.0090,1.0084,1.0084,0.0006,0.06,0.15%
004885,长信先优债券,1.0036,1.0036,1.0033,1.0033,0.0003,0.03,0.08%
004888,财通资管鑫逸混合A,0.9989,0.9989,1.0004,1.0004,-0.0015,-0.15,0.12%
004889,财通资管鑫逸混合C,0.9983,0.9983,0.9999,0.9999,-0.0016,-0.16,0.12%
004895,华商鑫安灵活混合,1.0250,1.0250,1.0210,1.0210,0.0040,0.39,0.15%
004897,长安鑫恒回报混合A,1.1315,1.1315,1.1213,1.1213,0.0102,0.91,0.12%
004898,长安鑫恒回报混合C,1.1307,1.1307,1.1205,1.1205,0.0102,0.91,0.00%
004902,富国丰利增强债券,0.9971,0.9971,0.9972,0.9972,-0.0001,-0.01,0.08%
004905,华泰柏瑞生物医药混合,1.0017,1.0017,0.9934,0.9934,0.0083,0.84,0.15%
004907,长安鑫垚主题混合A,1.1288,1.1288,1.1189,1.1189,0.0099,0.88,0.12%
004908,长安鑫垚主题混合C,1.1266,1.1266,1.1168,1.1168,0.0098,0.88,0.00%
004935,国都智能制造,1.0163,1.0163,1.0159,1.0159,0.0004,0.04,1.50%
004944,鑫元鑫趋势灵活配置混合A,1.0330,1.0330,1.0296,1.0296,0.0034,0.33,0.12%
004945,长信中证500指数增强,0.9715,0.9715,0.9759,0.9759,-0.0044,-0.45,0.15%
004948,鑫元鑫趋势灵活配置混合C,1.0307,1.0307,1.0273,1.0273,0.0034,0.33,0.00%
004951,申万菱信价值优利混合,0.9913,0.9913,0.9870,0.9870,0.0043,0.44,0.15%
004952,兴全恒益债券A,1.0019,1.0019,1.0022,1.0022,-0.0003,-0.03,0.08%
004953,兴全恒益债券C,1.0011,1.0011,1.0014,1.0014,-0.0003,-0.03,0.00%
004958,圆信永丰优享生活,1.0240,1.0240,1.0149,1.0149,0.0091,0.90,0.15%
004965,泓德致远混合A,1.0088,1.0088,1.0090,1.0090,-0.0002,-0.02,0.12%
004966,泓德致远混合C,1.0067,1.0067,1.0070,1.0070,-0.0003,-0.03,0.00%
004987,诺德新享灵活配置混合,1.0607,1.0607,1.0552,1.0552,0.0055,0.52,0.15%
004996,广发恒生中型股指数C,0.9960,0.9960,0.9932,0.9932,0.0028,0.28,0.00%
004997,广发高端制造股票,1.0598,1.0598,1.0477,1.0477,0.0121,1.15,0.15%
005005,中金金泽A,1.0117,1.0117,1.0173,1.0173,-0.0056,-0.55,0.15%
005006,中金金泽C,1.0093,1.0093,1.0149,1.0149,-0.0056,-0.55,0.00%
005009,申万菱信行业轮动股票,0.9913,0.9913,0.9803,0.9803,0.0110,1.12,0.15%
005010,金鹰添瑞中短债A,1.0095,1.0095,1.0090,1.0090,0.0005,0.05,0.04%
005011,金鹰添瑞中短债C,1.0086,1.0086,1.0082,1.0082,0.0004,0.04,0.00%
005025,交银丰盈收益债券C,1.03,1.03,1.03,1.03,0,0.00,0.00%
005039,鹏扬景兴混合A,1.0259,1.0259,1.0210,1.0210,0.0049,0.48,0.10%
005040,鹏扬景兴混合C,1.0247,1.0247,1.0198,1.0198,0.0049,0.48,0.00%
005049,长安鑫旺价值混合A,1.0736,1.0736,1.0638,1.0638,0.0098,0.92,0.12%
005050,长安鑫旺价值混合C,1.0717,1.0717,1.0619,1.0619,0.0098,0.92,0.00%
005055,华泰柏瑞量化阿尔法,1.0047,1.0047,1.0045,1.0045,0.0002,0.02,0.15%
005059,南方安福混合,1.0012,1.0012,1.0010,1.0010,0.0002,0.02,0.12%
005062,博时中证500指数增强,0.9821,0.9821,0.9841,0.9841,-0.0020,-0.20,0.12%
005063,广发中证全指家用电器指数A,1.0425,1.0425,1.0344,1.0344,0.0081,0.78,0.12%
005064,广发中证全指家用电器指数C,1.0418,1.0418,1.0337,1.0337,0.0081,0.78,0.00%
005076,创金合信优选回报灵活配置混合,1.0015,1.0015,1.0017,1.0017,-0.0002,-0.02,0.12%
005106,银华农业产业股票发起式,1.0223,1.0223,1.0188,1.0188,0.0035,0.34,0.15%
005117,金信价值精选灵活配置混合A,0.9352,0.9352,0.9392,0.9392,-0.0040,-0.43,0.08%
005118,金信价值精选灵活配置混合C,0.9350,0.9350,0.9390,0.9390,-0.0040,-0.43,0.00%
005121,富国兴利增强债券,0.9990,0.9990,0.9986,0.9986,0.0004,0.04,0.08%
005154,博时鑫禧灵活配置混合A,1.0174,1.0174,1.0171,1.0171,0.0003,0.03,0.08%
005155,博时鑫禧灵活配置混合C,1.0172,1.0172,1.0170,1.0170,0.0002,0.02,0.08%
005156,嘉实领航资产配置混合A,,,,,,,0.08%
005157,嘉实领航资产配置混合C,,,,,,,0.00%
005206,南方优选成长混合C,2.4690,2.4690,,,,,0.00%
005207,南方高端装备灵活配置混合C,1.5790,1.9540,,,,,0.00%
005215,南方全天候策略(FOF)A,,,1.0024,1.0024,,,0.08%
005216,南方全天候策略(FOF)C,,,1.0017,1.0017,,,0.00%
005217,建信福泽安泰混合(FOF),,,1.0023,1.0023,,,0.08%
005220,海富通聚优精选混合(FOF),,,,,,,0.15%
005243,融通中国概念债券,,,1.0002,1.0002,,,0.08%
020001,国泰金鹰增长灵活配置,1.0657,4.9445,1.0671,4.9459,-0.0014,-0.13,0.15%
